review,text_cleaned
simple katulad ng tela ng manipis at na rin sa presyo simple,simple tela manipis rin presyo simple
order,
sa akin diko nga lang na di mababa pag ka niya malamig sa katawan ko,diko nga di mababa pag malamig katawan
siya lang,
naman ang magagamit ang na order,magagamit
man,man
ang ganda po niya,ganda
ka sa,
maganda ang at at ang maganda salamat po at,maganda maganda salamat
maganda,maganda
ang ganda po talaga,ganda talaga
ni mama ko,mama
lang na,
maganda ang ng tahi at tama din ang sana lang na,maganda tahi tama
hindi mainit sa katawan,mainit katawan
totoo uli ako pag may na,totoo uli pag
ang ganda po ng tela salamat,ganda tela salamat
at,
para sa,
mabilis,mabilis
maganda ang tela siya sa ka sa akin salamat po,maganda tela salamat
makapal ang tela,makapal tela
ang sa halaga ako muli sa,halaga
me,
sa hindi mainit ang tela presko,mainit tela presko
ka init ang tela,init tela
ganda ng tela,ganda tela
maganda at,maganda
order,
ganda tela mas maganda sa mas mura pa sulit talaga ko ng bumili dito,ganda tela mas maganda mas mura sulit talaga bumili
ganda ng tela at tama ang,ganda tela tama
ang tela medyo hindi ng silang,tela medyo silang
medyo mataas pag ka dapat ko kaso kita malambot tela pero hindi ang kahit,medyo mataas pag kaso kita malambot tela
am me round,round
bakit ang haba ng naman okey maigsi na,haba okey maigsi
round me,round
round,round
maganda tela malamig sa katawan po siya sa anak ko na mataba kahit lang,maganda tela malamig katawan anak mataba
ang ng ako may ng tagiliran na ang at ng,tagiliran
hindi mainit buti ang ko para may presko ang sana man lang ng na din pero pulido na tahi said am bago ang,mainit buti presko man pulido tahi said
naman tela,tela
ang tela,tela
bilis dumating ng lang dumating na po talaga ang ko order tama lang di masikip di rin maluwag ayaw ko kasi ng na lang ang ng kasi liit at maiksi sa normal na,bilis dumating dumating talaga tama di masikip di rin maluwag ayaw kasi kasi liit maiksi normal
butas kilikili ko pa,butas kilikili
tela order,tela
ko ng tela maganda ang hindi ko lang ay maliit ang nila kaso parang lang hindi akma sa,tela maganda maliit kaso parang akma
maganda tela kaso maliit para lang buti dumating agad bago order sana ulit ako kaso maliit,maganda tela kaso maliit buti dumating agad ulit kaso maliit
round,round
talaga nga lang sa may na di pero madali tahian,talaga nga di madali tahian
ko ang tela maganda kaso lang magkaiba lang dumating sa akin,tela maganda kaso magkaiba dumating
may,
na pambahay presko,pambahay presko
medyo mahaba lang ang manggas,medyo mahaba manggas
kasi order round,kasi round
di pala sa dito,di pala
na,
maliit masyado,maliit
gusto ko,
maganda ang ng ko para sa ang ng ko para sa ang ng ko para sa ang ng ko para sa ang ng ko para sa ang ng ko para sa,maganda
order round,round
uniform lang naman pero bahay lang,uniform bahay
presko isuot ang round at ang round parang lang,presko isuot round round parang
medyo makapal ang tela at maayos ang tahi medyo mahaba sa akin,medyo makapal tela maayos tahi medyo mahaba
masikip lang sa ko pero naman,masikip
medyo masikip sa malambot tela maganda,medyo masikip malambot tela maganda
maliit ang nila buti na lang sa pamangkin ko,maliit buti pamangkin
naman ang,
maganda tela at siya,maganda tela
makapal tela,makapal tela
mas manipis na sa dati tapos may mantsa check mabuti,mas manipis dati tapos mantsa check mabuti
ng lagyan lalo order inyo,lagyan lalo inyo
naman ang para sa mga,
naman ang tela pero medyo manipis,tela medyo manipis
lang kasi walang sila sa may sana man ng na lang ng para presentable,kasi man presentable
maganda sana kaso ang liit hindi po ang,maganda kaso liit
tela,tela
pero medyo masikip,medyo masikip
maganda ang ng tela malambot at medyo pero maliit hindi tama sa,maganda tela malambot medyo maliit tama
maganda ka order ko na pagdating hindi na maayos ang pagka na rin,maganda pagdating maayos pagka rin
ang tela,tela
ang,
ko na lang sana mawala sa laba,mawala laba
layo na ko akala ko talaga pero talaga na sana malayo ng order pa ako ng para sa mga din nila real para kapag,layo akala talaga talaga malayo real
look,look
maliit sa akin kaya kung po kayo,maliit kayo
iba sa mga nauna kita sa tela at,nauna kita tela
ang,
pambahay ang dating,pambahay dating
na matibay ang tahi butas nilabhan,matibay tahi butas nilabhan
mainit ang tela akala ko,mainit tela akala
seda,seda
ang laki ng,laki
pambahay,pambahay
me pero na din,
saka manipis tela,saka manipis tela
manipis at maliit ang,manipis maliit
kaso ako napili ng maliit order ko,kaso napili maliit
round,round
order at,
maganda ang tela kaya lang maliit ang sana magkaroon ng,maganda tela maliit magkaroon
ang liit ng nila pero,liit
sayang mura sana,sayang mura
maganda ang lima ko may mali lang ng imbis na naging check,maganda mali imbis check
tela kaso manipis ng kitang kita,tela kaso manipis kitang kita
lang hindi ang tela pero na sa presyo,tela presyo
may po,
marumi parang may sulat pa ng sana lang matanggal pa,marumi parang sulat matanggal
order ko pero hindi dumating tapos,dumating tapos
pa naman buksan sira pala sa ang kaya di inyo na,buksan sira pala di inyo
round,round
mens,mens
may sira sayang dahil,sira sayang
pero walang kasi may,kasi
hindi man lang check may sira ang kasi butas sa may,man check sira kasi butas
do round,round
nauna pero order ko pero di na maliit na isa,nauna di maliit
maganda ang tela kaya lang hindi ang sukat nila ko puro nga ang dumating magkakaiba ng laki,maganda tela sukat puro nga dumating magkakaiba laki
nga ito ko hindi ako po order order na rin kayo din ng anak ko sa katawan na ito,nga rin kayo anak katawan
ngayon kung na mali mali pa,mali mali
wallet sa na ko di na ulit ako sa inyo,wallet di ulit inyo
sa bangketa sa,bangketa
ngayon wala na sa amin tapos di pa namin balik ako sa na ang sa sayang namin ibalik namin lang,wala tapos di balik sayang ibalik
pa ang lang ang pa ng check ang araw araw,check araw araw
me mens order,mens
maliit di,maliit di
sabi ko mali ang ang,mali
ito ng order ko na may butas sa likod,butas
sana po maglagay ng at ang tahi maayos,maglagay tahi maayos
hindi maganda ang tela sa presyo mainit din naman ang pambahay,maganda tela presyo mainit pambahay
sa siguro kasi na na ko pero man lang,siguro kasi man
manipis masyado,manipis
maganda pero hindi maganda na damit kasi,maganda maganda damit kasi
me,
am pero di,di
po sana po pag kasi po ng na na po,pag kasi
manipis kita,manipis kita
maganda tela pero di pantay ang tahi ng sa harap,maganda tela di pantay tahi harap
ng isa,
naman tela kaso sa ang order ko pero lang dumating tapos lang ang may,tela kaso dumating tapos
order ko pero pan lalaki naman po,pan lalaki
sana kung wala ng ang na sabihin na may pa sabi ko na round ang ko kasi matagal na ng maging lang sana tayo na talaga at sobra tagal hindi ko pa ako ng kasi baka round naman ipadala ang gusto ko,wala round kasi matagal talaga sobra tagal kasi baka round ipadala
pa naging round ang at pa naging ang kung wala kayo na sabihin pa ako ng order kung kayo din pala,round wala kayo kayo pala
pa order ko,
tatlo order ko lahat ng na pero na order ko maliit lang diko man magagamit,maliit diko man magagamit
ang order ko marunong kayo layo naman ng sa,marunong kayo layo
mali dumating,mali dumating
ang order ko pero lahat ng lahat round at ang order ko pero ang dumating matagal na mali pa,round dumating matagal mali
lang ako bakit ko order dalawa na naman lang bigla,bigla
sana makapal kaso madumi iba pa sa order order ko di kaso mas maputi pero may mantsa tapos parang luma buti lang ko muna balak ko sana,makapal kaso madumi di kaso mas maputi mantsa tapos parang luma buti muna balak
may ang nipis pa ng tela di,nipis tela di
liit ng na nga ko medyo sa lang tela,liit nga medyo tela
mali order order round may mga mantsa,mali round mantsa
may sa parang dumaan sa at hindi tulad order,parang dumaan
kaya siguro mura kasi di pantay sa balikat ko lagi sa kala ko sa pagsuot lang ko ko nga di pantay,siguro mura kasi di pantay balikat lagi kala pagsuot nga di pantay
ang pangit po ng tahi,pangit tahi
am,
po bakit naman mo ang na po mahirap po kumita ng pera po namin ay at wala ang pera namin na sa inyo ayusin po ang bago ipadala ang na sa inyo nito kasi isauli ko po ito sa inyo dahil hindi ko dahil malaki ang,mo mahirap kumita pera wala pera inyo ayusin ipadala inyo kasi isauli inyo malaki
wala ang problem na sa,wala problem
maganda ang tela may,maganda tela
magkakaiba ang ng na away sa kahit responsable mamimili talo ka me dapat ang pinili ko kung ganito ang ng ng na lang ang,magkakaiba away responsable mamimili talo pinili ganito
luma na,luma
do am do di ko rin naman,di rin
look at,look
order ko at ang,
pero iba iba ang ng dumating lahat,dumating
bakit po ganito ang mga laba na,ganito laba
round,round
po pa na man ako sa order ko pala may butas ang mo naman ako ng maayos tapos ganito lang pala matanggap po ng maayos ang bago baka sa akin hindi natanggap sa pa naman buti na lang isa muna ko,man pala butas mo maayos tapos ganito pala matanggap maayos baka natanggap buti muna
po order ko sa ang,
lang po siya ang order ko na at na pero ang na tama pero na round mali ang order ko na at tama ang pero hindi round ang order ko ang linaw linaw ng order ko bakit ganito ang round pa ang sikip at ng round pakiramdam ko ako sana kung ano order ang at saka kung wala ng order sana ang order kayo ng abala ko ko rin ito,tama round mali tama round linaw linaw ganito round sikip round pakiramdam saka wala kayo abala rin
round mas mahal tong na sa ko sana check bago,round mas mahal tong check
ang order ko ang nga ang mga kulay mali order ng sa,nga kulay mali
grabe ng ewan man tapos kayo magbalot ng pa,grabe ewan man tapos kayo magbalot
order ko pero lang na ko,
iba kulay sa,kulay
usapan natin at pero round sa hindi ka kausap sayang pera,usapan natin round kausap sayang pera
maganda ang tela malambot isuot din kay kuya,maganda tela malambot isuot kay kuya
maganda sa,maganda
mens round me round mens round mens round do,mens round round mens round mens round
sana ang ng tela kaso lang po mali po lahat ang sa akin po ang order ko tapos round po ang dumating,tela kaso mali tapos round dumating
hilo na,hilo
sila ng may butas,butas
regular,regular
order ko,
po de na damit,de damit
dumating ko na lang,dumating
pera ko,pera
ni problem,problem
maliit ang,maliit
laki ng order ko bat laki,laki bat laki
me,
order po ako ng mali mali ang order ang layo pa naman ang ang mahal ng,mali mali layo mahal
ayos po ang mga at ikabit sa motor sa katunayan ko na ang po,ayos ikabit motor katunayan
order ng di maganda tela din ng salamat,di maganda tela salamat
pin pin pin pin pin pin pin,pin pin pin pin pin pin pin
naman ang din ng ko kaso pag wala na maingay at,kaso pag wala maingay
ka at sa may ari,ari
dumating naman siya agad ng maayos at ang mga ko salamat sa inyo po,dumating agad maayos salamat inyo
ikabit,ikabit
maganda,maganda
po mabilis dumating ng order ko,mabilis dumating
matibay at maganda tama sa tricycle ko bagay talaga at ng bago ipadala sa at sa suki taga,matibay maganda tama tricycle bagay talaga ipadala suki taga
ang,
ayos po,ayos
ang ganda bakal at matibay sana matagal salamat din kay kuya na,ganda bakal matibay matagal salamat kay kuya
pero maganda at,maganda
naman siya pero hindi malikot siya pero at sa lalo na sa po,malikot lalo
naman dipa nagagamit ng matagalan ko ko,dipa nagagamit matagalan
gamit ni sa sa matibay na,gamit matibay
putol naman sana maayos agad,putol maayos agad
maganda salamat po sa,maganda salamat
maayos po at tama po kulay ng order din po sa po,maayos tama kulay
okey maganda,okey maganda
po,
ganda ang,ganda
panali ang panalo,panali panalo
ang klase ng tibay,klase tibay
naman maingay pag walang lagay ng,maingay pag lagay
at tuwa ang ko,tuwa
maganda din magagamit para sa hanapbuhay din,maganda magagamit hanapbuhay
matibay naman sana tagal pulido pag walang uka,matibay tagal pulido pag uka
pa din naman sa ko,
na ko na sa ko ayun bili ulit ako,ayun bili ulit
at sa po maganda po,maganda
ayos ang ganda naman kaso lang aloy nga pala na putol,ayos ganda kaso aloy nga pala putol
maganda at matibay baka ma order nang mas salamat at sa pasalamat naman ako lang sa ko,maganda matibay baka ma nang mas salamat pasalamat
maganda medyo sira nga lang pero,maganda medyo sira nga
mabilis dumating at na,mabilis dumating
masayang masaya po ako sa natanggap,masayang masaya natanggap
mabilis pag papa sa,mabilis pag papa
ayos na ayos ang mabilis dumating salamat po sa,ayos ayos mabilis dumating salamat
naman ang,
akala ko makapal tela manipis pala kaya mahal sa di ko pa isuot kung mainit o komportable sa balat lang sa ang mabilis,akala makapal tela manipis pala mahal di isuot mainit komportable balat mabilis
problem,problem
maganda problem na kung pa check,maganda problem check
kaso dumating pa kay na ko base sa mga na ko madalas sa kaso pa din pa din po sa na ninyo sa mga ninyo po at ninyo palitan,kaso dumating kay base madalas kaso ninyo ninyo ninyo palitan
maganda po sana kaya lang pero ang dumating sikip sa sana kahit basta lang,maganda dumating sikip basta
mali lang dumating,mali dumating
mabilis ang tahi,mabilis tahi
manipis ang tela pero,manipis tela
magkaiba sila ng kulay,magkaiba kulay
manipis po tela,manipis tela
manipis,manipis
manipis,manipis
maganda sana manipis lang,maganda manipis
manipis,manipis
malinaw sa order ko ang dumating hindi kayo hindi ang pero dahil at rin kahit hindi gusto,malinaw dumating kayo rin
pero laba palang agad,laba palang agad
din ang,
medyo manipis pala gitna,medyo manipis pala gitna
tama ng order ko,tama
manipis po ang,manipis
ang ay maliit sa na sukat,maliit sukat
may butas po,butas
order ko pero hindi dumating tapos,dumating tapos
pa naman buksan sira pala sa ang kaya di inyo na,buksan sira pala di inyo
hindi man lang check may sira ang kasi butas sa may,man check sira kasi butas
do round,round
maganda ang tela kaya lang hindi ang sukat nila ko puro nga ang dumating magkakaiba ng laki,maganda tela sukat puro nga dumating magkakaiba laki
ngayon wala na sa amin tapos di pa namin balik ako sa na ang sa sayang namin ibalik namin lang,wala tapos di balik sayang ibalik
pa ang lang ang pa ng check ang araw araw,check araw araw
me mens order,mens
sana po maglagay ng at ang tahi maayos,maglagay tahi maayos
hindi maganda ang tela sa presyo mainit din naman ang pambahay,maganda tela presyo mainit pambahay
sa siguro kasi na na ko pero man lang,siguro kasi man
order ko pero pan lalaki naman po,pan lalaki
sana kung wala ng ang na sabihin na may pa sabi ko na round ang ko kasi matagal na ng maging lang sana tayo na talaga at sobra tagal hindi ko pa ako ng kasi baka round naman ipadala ang gusto ko,wala round kasi matagal talaga sobra tagal kasi baka round ipadala
pa naging round ang at pa naging ang kung wala kayo na sabihin pa ako ng order kung kayo din pala,round wala kayo kayo pala
pa order ko,
tatlo order ko lahat ng na pero na order ko maliit lang diko man magagamit,maliit diko man magagamit
ang order ko marunong kayo layo naman ng sa,marunong kayo layo
mali dumating,mali dumating
ang order ko pero lahat ng lahat round at ang order ko pero ang dumating matagal na mali pa,round dumating matagal mali
lang ako bakit ko order dalawa na naman lang bigla,bigla
sana makapal kaso madumi iba pa sa order order ko di kaso mas maputi pero may mantsa tapos parang luma buti lang ko muna balak ko sana,makapal kaso madumi di kaso mas maputi mantsa tapos parang luma buti muna balak
may ang nipis pa ng tela di,nipis tela di
liit ng na nga ko medyo sa lang tela,liit nga medyo tela
mali order order round may mga mantsa,mali round mantsa
may sa parang dumaan sa at hindi tulad order,parang dumaan
kaya siguro mura kasi di pantay sa balikat ko lagi sa kala ko sa pagsuot lang ko ko nga di pantay,siguro mura kasi di pantay balikat lagi kala pagsuot nga di pantay
round,round
mens,mens
may sira sayang dahil,sira sayang
pero walang kasi may,kasi
nauna pero order ko pero di na maliit na isa,nauna di maliit
wallet sa na ko di na ulit ako sa inyo,wallet di ulit inyo
maliit di,maliit di
sabi ko mali ang ang,mali
ito ng order ko na may butas sa likod,butas
manipis masyado,manipis
maganda pero hindi maganda na damit kasi,maganda maganda damit kasi
me,
am pero di,di
po sana po pag kasi po ng na na po,pag kasi
manipis kita,manipis kita
maganda tela pero di pantay ang tahi ng sa harap,maganda tela di pantay tahi harap
ng isa,
naman tela kaso sa ang order ko pero lang dumating tapos lang ang may,tela kaso dumating tapos
maliit lang pala di kaya ko pero na wala naman na ako magagawa,maliit pala di wala magagawa
walang paanan ng sa ko pa din post walang,paanan post
sana kaso may sa,kaso
kahit may ng,
ang mga paa ng pag ang,paa pag
maliit lang pambata lang at hindi,maliit pambata
natanggap ko na po order ko po mabilis din po kay kuya na po may po po lalagyan ng baso,natanggap mabilis kay kuya lalagyan baso
maliit akala ko malaki di tulad nakikita ko naman di abot gang sa may butas,maliit akala malaki di nakikita di abot gang butas
maganda ng walang kaso lang ko kasing laki siya ng ko noon na kaso ang liit pala niya na na order ko nasa likod na ko noon laki ng ang liit niya masyado,maganda kaso kasing laki kaso liit pala nasa laki liit
kagabi lang kasi ni bunso na di ng maayos dahil ang dahil wala palang sa paa,kagabi kasi bunso di maayos wala palang paa
medyo may sa pati sa tapos walang goma sa sa,medyo pati tapos goma
walang manipis lang pagka sa,manipis pagka
matibay naman pag pinili ito ang makukuha akala ko na may,matibay pag pinili makukuha akala
okey naman kaya lang ang nasa may mga mga paa goma dumating na ng okey,okey nasa paa goma dumating okey
nang ko iyon wala pala iyon na dapat sa ng metal kaya pala may ako na sana ako at naman sa ko kaso nga dahil may kulang,nang wala pala metal pala kaso nga
lang naman siya kaso ang gulo ng lamesa mismo hindi siya lang kasi siya ng at,kaso gulo lamesa kasi
medyo kasi may maganda naman kaya ang ginawa ko ko na turnilyo pag na sana po po bago,medyo kasi maganda turnilyo pag
ano tapos sa sana naman mo bago mo,tapos mo mo
okey na sana lang may kita naman pa pa,okey kita
totoo sukat na pero ang dumating maliit lang nga,totoo sukat dumating maliit nga
may sa gilid banda sana ng karton para di na sa gilid,gilid banda karton di gilid
na sana maganda kaso hindi may sa gitna halos maputol na sayang lang,maganda kaso gitna halos maputol sayang
may po maliit sana sa anak ko arte,maliit anak arte
dumating check po ng maayos po sa order namin walang,dumating check maayos
masyado maliit tapos wala sa paa pagdating pa may na sa gitna,maliit tapos wala paa pagdating gitna
medyo kasi kasi,medyo kasi kasi
maganda naman po siya bilhin kaso lang po may po,maganda bilhin kaso
may,
me,
sabi ko kay check muna mabuti walang bago ipadala pero dumating may,kay check muna mabuti ipadala dumating
iba goma paa,goma paa
may po salamat pa rin po,salamat rin
may sira siya na ganito pero salamat sa lahat,sira ganito salamat
may saka hindi kulang ang sa may baba umuuga kung hindi,saka baba umuuga
sana sa pero sa bagsak may mga na po man ng bago sa nga ka sa po,bagsak man nga
wala na goma na hindi ng maayos,wala goma maayos
na ang na may mga na ko na pero lang,
kaso may sira sa,kaso sira
medyo lang may ko sana ibalot man lang ng karton para ang,medyo ibalot man karton
maganda sana kaso sira pa ako sa na na maayos mga medyo lang pa naman ako maganda naman di ko kung saan,maganda kaso sira maayos medyo maganda di
may pero na din maganda naman at mura lang,maganda mura
maliit kala ko malaki,maliit kala malaki
naman kaso medyo maliit nga lang pero naman,kaso medyo maliit nga
may din na sa mga,
maganda kaso may guhit lang,maganda kaso guhit
hindi nasa maliit at wala itim nasa paa pero salamat rin at,nasa maliit wala itim nasa paa salamat rin
may ang,
bakit wala sa gilid kahit sa ilagay,wala gilid
man sa order ko kasi may po sa mismo na sa sa ko,man kasi
sa anak pag na lang pantay magaan lang pag tablet naman,anak pag pantay magaan pag tablet
naman lang walang ilalim malayo sa na sana tumagal,malayo tumagal
do mura din lang ika nga medyo na tapos din ng ng wala sa tapos lahat ng may na medyo lusot na sa ibabaw kaya may na butas at sa,mura ika nga medyo tapos wala tapos medyo lusot butas
maliit pero po sa at kay,maliit kay
naman mga gas at tuklap desk pero naman dahil mura po at ng anak ko,gas tuklap desk mura anak
maayos naman kaso kulang walang sa paa ng para maging,maayos kaso paa
na po sana maganda po ang pag ko hindi ang hindi man ng sapin na karton may matalas na,maganda pag man sapin karton matalas
maganda pero may tama pa din tingin ko di sa nasira mismo sa,maganda tama tingin di nasira
napakaliit lang pala sobra akala ko sa dati bili wala may bakal basta pambata talaga liit at baba pero,napakaliit pala sobra akala dati bili wala bakal basta pambata talaga liit baba
kapiraso pero lang ko mabilis,kapiraso mabilis
siya kagaya ng nasa ala sa,kagaya nasa ala
kaya maliit at sa iba malaki na maayos nga hindi ko hindi ng basa basa din pa rin hindi na sa tapos pala ko pa,maliit malaki maayos nga basa basa rin tapos pala
natanggap naman ang kulay may sira pero maliit lang mabilis din dumating lang pagitan,natanggap kulay sira maliit mabilis dumating
maganda may sira lang,maganda sira
may,
wala niya pero okey siya kaya lang tumba dahil don,wala okey tumba don
problem lang sa ng matumba,problem matumba
halaga pero ang kaya ng mga o sinadya kaya mura ng,halaga sinadya mura
neutral,neutral
am sa,
siya ko na lahat lang problem ko,problem
sana ko pa naman sa ko sira namin kanina,sira kanina
maayos hindi nasa,maayos nasa
sa sa base,base
medyo mabilis masira pero mura kasi talaga,medyo mabilis masira mura kasi talaga
may mga gasgas na na siguro,gasgas siguro
kaso lang basag ng tubig at na,kaso basag tubig
medyo na,medyo
ang ng din naman ng ko din gamitin,gamitin
maganda kaso may mga at,maganda kaso
am,
walang paa kulang,paa
okey sana kaso mga sira na at sa gilid sa pag siguro ng husto para,okey kaso sira gilid pag siguro husto
maliit lang sa binti ang sa baba order ko dito sa asa taas sa order ng anak ko sa iba na,maliit binti baba asa taas anak
kaso walang na sa paanan hindi tayo ng maayos,kaso paanan maayos
desk,desk
wala na don sa para hindi dumulas ng,wala don dumulas
ang liit pala niya di katulad ng sa iba,liit pala di
may gilid,gilid
dumating sayang pera,dumating sayang pera
may sa gilid gilid di pag sa,gilid gilid di pag
hindi ang sa gusto ko at dahil saka na balot wala punit ibig sabihin bago pa ibalot ganyan na sana ayusin kumita ka sa maliit na halaga pero di kana uli kaya ang balik niyan ako ng di ka man lang na maliit na halaga di lang naman ako ng ganito,saka balot wala punit ibalot ganyan ayusin kumita maliit halaga di kana uli balik niyan di man maliit halaga di ganito
pangit ang naman dapat kasi sana lang ni sayang pera kasi sira,pangit kasi sayang pera kasi sira
kulang ang wala hindi din na order,wala
walang sa ko sa,
grabe ito na ng tablet pantay paa,grabe tablet pantay paa
may na sa kahit maayos naman balot ibig sabihin hindi gawa ng na talaga may mga durog na na nga sa loob ng ko naman kahit order ko buti na sa na sana turuan ng leksyon ng,maayos balot gawa talaga durog nga loob buti turuan leksyon
wala balot lang ko pag masira pa mura lang,wala balot pag masira mura
ano ho ang mahal ng bayad ko sira pa ko kay tagal ko sana na bago ninyo ng na kayo bumili lang kayo,ho mahal bayad sira kay tagal ninyo kayo bumili kayo
na ko lang dumating me,dumating
wala sa paa dapat tulad ng nasa sana gawin sa iba kala naman pala hindi,wala paa nasa gawin kala pala
tama na nasa,tama nasa
may po,
ang tagal mo intay tapos ito lang,tagal mo intay tapos
sana may sa ito may ayun may ewan kung sa sa pag,ayun ewan pag
pala niya ang may pa dumating,pala dumating
order man wala din sa paa,man wala paa
may sira sira na gilid tapos di pantay pantay ang ng paa sa baba mura pero di,sira sira gilid tapos di pantay pantay paa baba mura di
dahil sa mura asahan may mga gasgas at tuklap pintura,mura asahan gasgas tuklap pintura
am,
order,
may gas gas siya ko di siya pantay,gas gas di pantay
order ko dumating sana hindi lalaki anak ko ko sana na lang hindi,dumating lalaki anak
iba nasa walang mabilis tumaob mesa mabagal,nasa mabilis tumaob mesa mabagal
basag pagdating sa,basag pagdating
malaki pero ang liit at sa na kapatid sa may din,malaki liit kapatid
ako sa ay sa kung sino may kasalanan,kasalanan
pero wala sa ilalim nasa kama di ko sa pero ko wala di ko magagamit sa ko,wala nasa kama di wala di magagamit
am maganda pa naman pero may,maganda
basag ang at walang ang,basag
order do,
naman patungan,patungan
sana mga kaso hindi maayos pag nila mga paa ng tumama sa iba kaya ng mga pa ang may pa puro sumasagot sa reklamo ko sumagot pasensya sana sa mga order,kaso maayos pag paa tumama puro sumasagot reklamo sumagot pasensya
po mabilis ang,mabilis
maliit lang pala ang dangkal lang ang taas sana ayusin ang na na ang nipis pa ng ang naman kaya lang may sira at maliit,maliit pala dangkal taas ayusin nipis sira maliit
grabe naman po dito na nga ako dahil maganda tapos ang ng sabi dapat na tapos na tapos may tapyas pa sa gilid at maalikabok napaka pati walang sa tapos di ako na na pala ko pa mga tao dito sa amin na ulit sa baka sira naman,grabe nga maganda tapos tapos tapos tapyas gilid maalikabok pati tapos di pala tao ulit baka sira
likod tapos kinakalawang pa gilid sa mga siya,tapos kinakalawang gilid
gusto ko pala kaso ang hirap ma,pala kaso hirap ma
ko umuuga naman na nasa sayang lang pera,umuuga nasa sayang pera
kasi ko sa na lang balot tapos punit punit pa na sa idea,kasi balot tapos punit punit idea
mura nga pero di ko naman magamit sa liit lang ito pag wala na lugar sa,mura nga di magamit liit pag wala lugar
sira,sira
mali kulay ang ang order ko pero na,mali kulay
sobra liit akala ko medyo malaki tapos may sira ang,sobra liit akala medyo malaki tapos sira
may kung sa pero naman kaya sa tingin ko hindi ito ng ng maigi bago,tingin maigi
may sa ilalim,
desk,desk
liit sa ko,liit
may at gasgas,gasgas
order,
am sa,
kaya naman pala mura kasi may dumating pero lang mo talaga sainyo,pala mura kasi dumating mo talaga sainyo
me,
bumili sa na ko at dumating lugi ako kasi kahit dalawa mas mahal na man ko dito sa,bumili dumating lugi kasi mas mahal man
naman ano maayos nakikita ko sa pero na sira naman ano naman kami ng bat ganyan,maayos nakikita sira bat ganyan
na pag,pag
sira na pag order ko na agad ng,sira pag agad
na po bumili ma dismaya po kayo kasi liit hindi po sa lang po nila kayo pag dating napakalayo sa at wala buti pa din ng anak ko kaya di ko ko,bumili ma dismaya kayo kasi liit kayo pag dating napakalayo wala buti anak di
maysira,maysira
ganito na,ganito
ang ganda po kahit ang tagal dumating,ganda tagal dumating
at,
me at,
walang paa sayang pera,paa sayang pera
bagal ng na pinili nila di kay na kung di ko pa sa di ko pa alikabok at dumi tambak,bagal pinili di kay di di alikabok dumi tambak
salamat at ni ko,salamat
naman man lang ng ma ayos na,man ma ayos
real,real
may naman pala,pala
maliit may gasgas biyak pa,maliit gasgas biyak
po palitan sira po,palitan sira
ano bakit kulang ng,
ang ganda sana kaso sira na mga gilid gilid basag pa ng baso ayos ang kasi pag na nila talaga mga ng ang,ganda kaso sira gilid gilid basag baso ayos kasi pag talaga
sira man lang sa,sira man
ayos naman sana kahit maliit kaso ang tagal na nga na tapos pa,ayos maliit kaso tagal nga tapos
di man lang ko mali ko kasi di ako sa sayang lang di magagamit,di man mali kasi di sayang di magagamit
pero dumating naman,dumating
na sana kayo may,kayo
tagal ng,tagal
mapakinabangan dumating puro basag baka pag ng at kape bumagsak,mapakinabangan dumating puro basag baka pag kape bumagsak
napakaliit pala niya tapos wala din na sa niya kasi katulad ng na order ko sa na malaki dismaya sobra hindi ko ang maliit siya tapos galaw dahil walang magbasa muna kayo ng bago order ako kasi di ng ko kasi sa ng anak ko na ko o sa liit at,napakaliit pala tapos wala kasi malaki dismaya sobra maliit tapos galaw magbasa muna kayo kasi di kasi anak liit
bakit naman sira ang ganda sa tapos ganda ng sa ng,sira ganda tapos ganda
bayan dami sa bale bili ako ng ko para ang mga,bayan dami bale bili
hindi siya tulad ng nasa galaw at di pantay mga pangit ng sa na kayo sa iba wala pa mga sa baba para di madulas at pangit ng hindi man lang sa karton kaya may bitak literal na lang,nasa galaw di pantay pangit kayo wala baba di madulas pangit man karton bitak literal
hindi maganda may sira at iba mismo,maganda sira
walang sa may paa dapat kung ano nasa ang,paa nasa
basag paa iba paa naman ng tama,basag paa paa tama
na bumili lalo na kung ng at lang sa inyo sira sira na hindi ng ay ganito na din ng sa inyo bayad ng buo makapal ang pero sira sira ang loob kung may lang ang ko,bumili lalo inyo sira sira ganito inyo bayad buo makapal sira sira loob
bakit may tapos walang na goma sa may paa ang,tapos goma paa
may sira dumating,sira dumating
maganda ang ng ninyo mabilis din ang,maganda ninyo mabilis
may tama sa akin may sira,tama sira
wala di niya lang gamitin may sira rin maliit lang talaga siya sana kayo ng na pag isipan muna sana rin kung ano mismo itsura ang ilagay,wala di gamitin sira rin maliit talaga kayo pag isipan muna rin itsura
may po sana bago ipadala check ng mabuti paano kami uli kung ganyan sa amin kayo,ipadala check mabuti uli ganyan kayo
ilalim po check,check
na sana kaso may siya,kaso
may sana sa hindi na,
sayang maganda po pag maganda din po kaso ang dami,sayang maganda pag maganda kaso dami
mali ng tao payong pero kaya nga ng order ayun ang ko,mali tao payong nga ayun
pangit nasa na di ang walang sa baba siya pag sa mo at dahil sa baba may tendency na ma tumba kasi siya di balanse kasi at maliit din,pangit nasa di baba pag mo baba tendency ma tumba kasi di balanse kasi maliit
liit pa,liit
malayo sa may paa pero dumating walang hindi,malayo paa dumating
check,check
kita naman pa pero na,kita
po ang,
